[2024-07-26 21:46:21,929]  __main__ | INFO | Test
[2024-08-02 12:54:52,001]  scoreboard | INFO | Current time: 18960, False
[2024-08-02 12:54:52,002]  root | INFO | Adv progress 114
[2024-08-02 12:54:52,003]  sheets | INFO | Batch Update adv progress, 391
[2024-08-02 12:54:52,257]  sheets | INFO | Batch update item progress: 34
[2024-08-02 12:54:52,511]  sheets | INFO | Batch update stat progress: 47
[2024-08-02 12:55:30,466]  __main__ | INFO | 


Program Started!



[2024-08-02 12:55:31,349]  __main__ | INFO | Refresh Rate: 60
Save Time: 60
Max Advs: 1142
[2024-08-02 12:55:31,350]  __main__ | INFO | Setup complete, entering main loop
[2024-08-02 12:55:31,350]  __main__ | INFO | Checking Advancement file
